name,type,ra_hours,dec_degrees,magnitude,size_arcmin
NGC 1719,G,4.992953,-0.260417,14.44,1.09
NGC 1720,G,4.989064,-7.858972,13.00,1.96
NGC 1721,G,4.988167,-11.118722,13.82,1.58
NGC 1722,Cl+N,4.866833,-69.375000,,2.50
NGC 1723,G,4.990525,-10.980694,12.03,3.03
NGC 1724,OCl,5.058978,49.491778,,3.00
NGC 1725,G,4.989692,-11.132306,13.82,1.39
NGC 1726,G,4.994972,-7.755250,11.65,2.90
NGC 1727,Cl+N,4.870214,-69.338917,,2.80
NGC 1728,G,4.991036,-11.122944,13.00,1.24
NGC 1729,G,5.004358,-3.352500,13.20,1.81
NGC 1730,G,4.992175,-15.823639,13.22,2.28
NGC 1731,*Ass,4.892247,-66.925278,,4.80
NGC 1732,OCl,4.886275,-68.650000,12.30,1.10
NGC 1733,OCl,4.901319,-66.682583,13.31,1.50
NGC 1734,OCl,4.892636,-68.768778,13.10,1.20
NGC 1735,OCl,4.905461,-67.099556,10.76,1.80
NGC 1736,EmN,4.883764,-68.053111,15.50,1.90
NGC 1737,HII,4.899919,-69.174556,,1.10
NGC 1738,G,5.029639,-18.157056,13.71,1.35
NGC 1739,G,5.029817,-18.166806,14.25,1.50
NGC 1740,G,5.031889,-3.296333,14.04,1.79
NGC 1741,G,5.027306,-4.257000,15.52,1.21
NGC 1741 B,G,5.026722,-4.261944,15.22,0.93
NGC 1742,*,5.033147,-3.294972,,
NGC 1743,Neb,4.900742,-69.198611,11.26,0.95
NGC 1744,G,4.999389,-26.022222,11.50,5.28
NGC 1745,Neb,4.905728,-69.158889,13.40,1.20
NGC 1746,OCl,5.063942,23.767639,6.10,18.00
NGC 1747,OCl,4.919717,-67.168889,9.37,4.40
NGC 1748,Neb,4.907214,-69.184111,12.30,0.90
NGC 1749,OCl,4.915572,-68.188667,13.56,1.50
NGC 1750,OCl,5.066675,23.645778,,
NGC 1751,GCl,4.903494,-69.805833,11.73,1.60
NGC 1752,G,5.035969,-8.240861,12.40,2.95
NGC 1753,G,5.042317,-3.344333,14.77,1.32
NGC 1754,GCl,4.905264,-70.442472,11.57,1.60
NGC 1755,GCl,4.920797,-68.204056,9.85,2.20
NGC 1756,GCl,4.913842,-69.237639,12.24,1.40
NGC 1757,Other,5.044267,-4.722944,,
NGC 1758,OCl,5.078400,23.781639,,
NGC 1759,G,5.013622,-38.673889,14.12,1.95
NGC 1760,HII,4.945658,-66.527333,,5.10
NGC 1761,*Ass,4.943814,-66.478861,9.94,4.20
NGC 1762,G,5.060286,1.573333,12.60,1.75
NGC 1763,Cl+N,4.946997,-66.409083,9.40,5.20
NGC 1764,OCl,4.941033,-67.693750,12.58,1.10
NGC 1765,G,4.973378,-62.028389,13.95,1.18
NGC 1766,OCl,4.932667,-70.225056,12.22,1.00
NGC 1767,OCl,4.940917,-69.400556,10.61,1.30
NGC 1768,OCl,4.950044,-68.249444,12.79,0.65
NGC 1769,EmN,4.963158,-66.469083,,4.10
NGC 1770,Cl+N,4.954364,-68.418083,,4.10
NGC 1771,G,4.982144,-63.298222,13.43,1.95
NGC 1772,OCl,4.947997,-69.556056,10.97,1.50
NGC 1773,Neb,4.970008,-66.360111,,2.70
NGC 1774,OCl,4.968578,-67.242333,10.76,1.70
NGC 1775,OCl,4.948550,-70.432000,12.55,1.00
NGC 1776,OCl,4.977700,-66.429583,13.01,1.30
NGC 1777,GCl,4.929906,-74.285361,12.80,2.40
NGC 1778,OCl,5.134917,37.022833,7.70,4.50
NGC 1779,G,5.088353,-9.147139,12.10,2.67
NGC 1780,G,5.105753,-19.466667,14.74,0.92
NGC 1781,G,5.131953,-18.189917,13.72,1.27
NGC 1782,OCl,4.964192,-69.392194,10.50,1.20
NGC 1783,GCl,4.985781,-65.987278,10.93,5.30
NGC 1784,G,5.090861,-11.871528,11.60,4.00
NGC 1785,*Ass,4.979156,-68.824861,,2.00
NGC 1786,GCl,4.985506,-67.745222,10.10,2.00
NGC 1787,OCl,5.029003,-65.823306,10.92,24.00
NGC 1788,RfN,5.114783,-3.340972,5.80,2.00
NGC 1789,GCl,4.964356,-71.901972,13.06,1.80
NGC 1790,OCl,5.182283,52.059806,,
NGC 1791,OCl,4.985133,-70.168750,13.12,1.20
NGC 1792,G,5.087347,-37.980750,10.16,5.52
NGC 1793,OCl,4.993947,-69.557639,12.41,1.30
NGC 1794,Dup,5.131953,-18.189917,,
NGC 1795,OCl,4.996361,-69.801167,12.42,1.40
NGC 1796,G,5.045153,-61.140056,12.43,1.93
NGC 1796 A,G,5.084167,-61.484444,14.88,1.28
NGC 1796 B,G,5.131917,-61.191111,15.77,1.12
NGC 1797,G,5.129133,-8.019083,14.42,1.19
NGC 1798,OCl,5.194256,47.695500,,5.40
NGC 1799,G,5.129061,-7.969278,15.00,1.25
NGC 1800,G,5.107144,-31.954222,12.58,1.55
NGC 1801,GCl,5.009586,-69.613750,12.16,2.20
NGC 1802,OCl,5.170242,24.125139,,4.80
NGC 1803,G,5.090717,-49.567944,12.86,0.93
NGC 1804,OCl,5.017572,-69.082583,11.87,0.95
NGC 1805,GCl,5.039256,-66.112250,,1.80
NGC 1806,GCl,5.036769,-67.985750,11.10,2.50
NGC 1807,OCl,5.179175,16.512750,7.00,5.40
NGC 1808,G,5.128428,-37.513056,10.21,5.42
NGC 1809,G,5.034725,-69.568278,12.34,3.74
NGC 1810,OCl,5.056464,-66.381806,11.90,1.20
NGC 1811,G,5.145206,-29.275972,14.48,1.73
NGC 1812,G,5.148031,-29.251250,13.70,1.27
NGC 1813,OCl,5.044522,-70.317944,12.76,0.95
NGC 1814,Cl+N,5.062906,-67.300667,12.76,1.20
NGC 1815,OCl,5.040903,-70.621056,12.41,1.20
NGC 1816,OCl,5.064097,-67.260750,13.02,0.90
NGC 1817,OCl,5.207297,16.684083,7.70,9.30
NGC 1818,GCl,5.070767,-66.434500,9.70,3.10
NGC 1819,G,5.196150,5.200611,13.66,1.53
NGC 1820,OCl,5.067133,-67.265944,11.50,7.00
NGC 1821,G,5.196139,-15.134639,13.92,1.26
NGC 1822,OCl,5.085889,-66.210556,13.15,1.20
NGC 1823,OCl,5.056933,-70.335500,12.09,1.00
NGC 1824,G,5.115611,-59.723972,12.57,2.14
NGC 1825,OCl,5.071956,-68.926417,12.04,1.00
NGC 1826,OCl,5.092581,-66.229750,13.25,1.20
NGC 1827,G,5.167944,-36.960250,13.24,3.24
NGC 1828,OCl,5.072467,-69.388167,12.52,1.20
NGC 1829,Cl+N,5.083333,-68.059250,,1.80
NGC 1830,OCl,5.077297,-69.340167,12.56,1.30
NGC 1831,GCl,5.104644,-64.917500,11.18,3.80
NGC 1832,G,5.200925,-15.687806,11.54,2.46
NGC 1833,Cl+N,5.073475,-70.728056,,1.60
NGC 1834,OCl,5.086494,-69.207472,11.82,0.95
NGC 1835,GCl,5.085161,-69.403861,10.60,2.30
NGC 1836,OCl,5.092894,-68.627889,12.22,1.50
NGC 1837,OCl,5.082167,-70.714000,12.27,1.90
NGC 1838,OCl,5.102189,-68.445194,12.93,1.30
NGC 1839,OCl,5.100653,-68.626778,11.80,1.60
NGC 1840,OCl,5.088656,-71.762889,,0.80
NGC 1841,GCl,4.756486,-83.999056,11.43,4.00
NGC 1842,OCl,5.121694,-67.273167,14.02,1.50
NGC 1843,G,5.235006,-10.627028,13.28,1.80
NGC 1844,OCl,5.125189,-67.323417,12.08,1.60
NGC 1845,*Ass,5.095836,-70.581611,10.20,8.90
NGC 1846,GCl,5.126094,-67.461472,11.31,3.80
NGC 1847,OCl,5.118933,-68.971444,12.47,1.80
NGC 1848,OCl,5.124211,-71.195361,9.73,2.20
NGC 1849,OCl,5.159669,-66.315806,12.77,1.50
NGC 1850,GCl,5.145758,-68.761667,8.96,3.00
NGC 1851,GCl,5.235203,-40.046611,7.23,9.00
NGC 1852,GCl,5.156608,-67.776250,12.01,1.90
NGC 1853,G,5.204589,-57.399028,13.59,1.53
NGC 1854,GCl,5.155525,-68.847361,10.39,2.30
NGC 1855,*Ass,5.154697,-68.845639,,
NGC 1856,GCl,5.158158,-69.127583,10.06,2.70
NGC 1857,OCl,5.334878,39.343611,7.00,4.50
NGC 1858,Cl+N,5.164428,-68.891250,9.88,4.40
NGC 1859,OCl,5.192164,-65.249722,12.26,1.50
NGC 1860,OCl,5.177642,-68.752250,11.04,1.10
NGC 1861,OCl,5.172817,-70.777111,13.16,1.50
NGC 1862,OCl,5.209594,-66.154361,13.33,0.90
NGC 1863,OCl,5.194328,-68.726778,,1.40
NGC 1864,OCl,5.211278,-67.621250,12.86,1.10
NGC 1865,OCl,5.206967,-68.771028,12.91,1.40
NGC 1866,GCl,5.227528,-65.465583,9.73,5.50
NGC 1867,OCl,5.228406,-66.291944,13.35,1.50
NGC 1868,GCl,5.243417,-63.954500,11.57,2.70
NGC 1869,Cl+N,5.232311,-67.379389,,2.00
NGC 1870,GCl,5.219417,-69.116944,11.26,1.10
NGC 1871,Cl+N,5.231044,-67.452639,10.09,2.30
NGC 1872,GCl,5.219658,-69.311583,11.04,1.70
NGC 1873,Cl+N,5.232131,-67.334361,10.44,2.80
NGC 1874,Cl+N,5.219906,-69.376222,12.81,1.40
NGC 1875,G,5.362711,6.688861,14.63,0.79
NGC 1876,Cl+N,5.221842,-69.362139,11.71,1.50
NGC 1877,Neb,5.227456,-69.383778,12.00,1.10
NGC 1878,OCl,5.214142,-70.471694,12.94,1.10
NGC 1879,G,5.330064,-32.142750,12.79,2.42
NGC 1880,HII,5.223661,-69.379444,12.81,1.20
NGC 1881,OCl,5.226992,-69.299167,,1.20
NGC 1882,OCl,5.259258,-66.129556,12.33,1.60
NGC 1883,OCl,5.431722,46.490139,12.00,5.70
NGC 1884,Other,5.266122,-66.163389,,
NGC 1885,OCl,5.251628,-68.977556,11.97,1.40
NGC 1886,G,5.363375,-23.810139,13.60,3.22
NGC 1887,OCl,5.268314,-66.318556,12.72,1.50
NGC 1888,G,5.376236,-11.499528,11.92,3.32
NGC 1889,G,5.376472,-11.496944,14.09,0.63
NGC 1890,OCl,5.229397,-72.077972,12.81,1.10
NGC 1891,OCl,5.362283,-35.789306,,
NGC 1892,G,5.285847,-64.959750,12.29,3.37
NGC 1893,OCl,5.378928,33.412028,7.50,6.00
NGC 1894,OCl,5.264242,-69.468528,12.16,1.40
NGC 1895,Neb,5.280997,-67.329583,12.93,1.40
NGC 1896,OCl,5.426300,29.260222,,3.90
NGC 1897,OCl,5.292022,-67.451000,13.49,1.10
NGC 1898,OCl,5.278439,-69.656222,11.86,1.60
NGC 1899,HII,5.296853,-67.900722,,1.10
NGC 1900,OCl,5.319272,-63.023694,13.59,1.80
NGC 1901,OCl,5.304211,-68.436306,,11.10
NGC 1902,OCl,5.305317,-66.627417,11.77,1.70
NGC 1903,GCl,5.289528,-69.335306,11.86,1.90
NGC 1904,GCl,5.402942,-24.524222,8.16,7.20
NGC 1905,OCl,5.306586,-67.278167,13.21,0.95
NGC 1906,G,5.413083,-15.943306,14.11,1.03
NGC 1907,OCl,5.467931,35.325667,8.20,5.40
NGC 1908,Other,5.431611,-2.528889,,
NGC 1909,RfN,5.082067,-7.265639,,180.00
NGC 1910,Cl+N,5.311964,-69.231917,9.65,3.60
NGC 1911,OCl,5.324133,-66.684250,,0.60
NGC 1912,OCl,5.478469,35.854917,6.40,9.60
NGC 1913,OCl,5.305358,-69.536472,11.14,1.30
NGC 1914,Cl+N,5.294378,-71.255861,12.01,1.50
NGC 1915,*Ass,5.328400,-66.821528,,0.60
NGC 1916,GCl,5.310131,-69.406806,10.38,2.10
NGC 1917,GCl,5.317214,-68.998972,12.33,1.70
NGC 1918,SNR,5.318608,-69.662444,,3.90
NGC 1919,Neb,5.338625,-66.891139,,1.40
NGC 1920,HII,5.342639,-66.778722,12.54,1.20
NGC 1921,OCl,5.322986,-69.787750,12.95,1.00
NGC 1922,OCl,5.330256,-69.448250,11.51,1.00
NGC 1923,Cl+N,5.359461,-65.486722,11.24,0.95
NGC 1924,G,5.467203,-5.310750,12.53,1.60
NGC 1925,*Ass,5.362211,-65.793611,,6.00
NGC 1926,GCl,5.343175,-69.525278,11.79,1.40
NGC 1927,Other,5.478606,-8.377333,,
NGC 1928,OCl,5.349028,-69.477944,12.47,1.30
NGC 1929,OCl,5.360008,-67.912056,14.00,1.20
NGC 1930,G,5.432444,-46.728472,12.37,1.97
NGC 1931,Cl+N,5.523708,34.246556,10.10,4.80
NGC 1932,*,5.371456,-66.154333,13.80,
NGC 1933,OCl,5.374256,-66.152167,13.80,1.30
NGC 1934,Cl+N,5.363303,-67.937167,10.50,1.90
NGC 1935,HII,5.366308,-67.957389,,1.20
NGC 1936,EmN,5.370544,-67.978306,11.60,1.00
NGC 1937,*Ass,5.374767,-67.894667,,3.20
NGC 1938,GCl,5.356864,-69.939389,13.09,0.90
NGC 1939,GCl,5.357392,-69.949750,11.83,1.40
NGC 1940,GCl,5.378817,-67.186556,11.91,1.20
NGC 1941,Cl+N,5.385472,-66.378639,12.00,0.90
NGC 1942,OCl,5.412372,-63.942111,13.46,1.90
NGC 1943,GCl,5.374650,-70.154861,11.88,1.10
NGC 1944,GCl,5.365953,-72.494083,11.84,2.70
NGC 1945,EmN,5.415267,-66.457472,,10.00
NGC 1946,OCl,5.421217,-66.394556,12.62,1.00
NGC 1947,G,5.446558,-63.760028,10.47,3.48
NGC 1948,Cl+N,5.429511,-66.266806,10.61,7.00
NGC 1949,Neb,5.418008,-68.472528,12.39,0.95
NGC 1950,OCl,5.409164,-69.902306,13.17,1.70
NGC 1951,OCl,5.435228,-66.597250,10.58,1.70
NGC 1952,SNR,5.575547,22.014472,8.40,8.00
NGC 1953,GCl,5.424392,-68.838306,11.74,1.20
NGC 1954,G,5.546758,-14.062778,12.04,3.62
NGC 1955,HII,5.436100,-67.497389,8.87,4.00
NGC 1956,G,5.326478,-77.728667,14.06,1.75
NGC 1957,G,5.548667,-14.133139,14.84,0.87
NGC 1958,GCl,5.425144,-69.836778,12.99,1.50
NGC 1959,OCl,5.426842,-69.926917,12.17,1.60
NGC 1960,OCl,5.604928,34.140750,6.00,7.20
NGC 1961,G,5.701292,69.378444,11.54,4.42
NGC 1962,OCl,5.438258,-68.837639,11.47,1.40
NGC 1963,OCl,5.538008,-36.398639,,6.30
NGC 1964,G,5.556044,-21.945778,10.91,5.16
NGC 1965,OCl,5.442017,-68.805472,11.70,1.20
NGC 1966,OCl,5.446067,-68.819861,11.83,1.10
NGC 1967,OCl,5.445364,-69.101528,10.81,0.95
NGC 1968,*Ass,5.456142,-67.463833,8.22,5.00
NGC 1969,OCl,5.442322,-69.841361,12.46,1.20
NGC 1970,OCl,5.447964,-68.836667,10.28,1.50
NGC 1971,OCl,5.445900,-69.851611,11.90,1.10
NGC 1972,OCl,5.446489,-69.838333,12.62,0.90
NGC 1973,Neb,5.584661,-4.731778,7.00,5.00
NGC 1974,OCl,5.466394,-67.424139,10.30,1.60
NGC 1975,Neb,5.588300,-4.685222,7.00,10.00
NGC 1976,Cl+N,5.587911,-5.389667,4.00,90.00
NGC 1977,Cl+N,5.587722,-4.844333,,10.20
NGC 1978,GCl,5.479203,-66.235917,10.70,4.00
NGC 1979,G,5.566975,-23.310083,12.90,1.88
NGC 1980,Cl+N,5.590553,-5.909889,2.50,9.30
NGC 1981,Cl+N,5.585997,-4.425056,4.20,9.00
NGC 1982,HII,5.592050,-5.267472,9.00,20.00
NGC 1983,OCl,5.462292,-68.986056,,4.00
NGC 1984,OCl,5.461364,-69.134333,9.99,1.50
NGC 1985,RfN,5.629947,31.988833,12.70,0.68
NGC 1986,GCl,5.460578,-69.973639,11.07,2.80
NGC 1987,GCl,5.454764,-70.737361,12.10,1.70
NGC 1988,*,5.624025,21.218250,,
NGC 1989,G,5.573172,-30.801056,14.13,1.72
NGC 1990,*,5.603561,-1.201917,1.69,
NGC 1991,Dup,5.466394,-67.424139,,
NGC 1992,G,5.575492,-30.897000,14.69,1.22
NGC 1993,G,5.590436,-17.815306,13.63,1.58
NGC 1994,OCl,5.472714,-69.141833,,1.60
NGC 1996,OCl,5.638578,25.823167,,6.00
NGC 1997,OCl,5.509639,-63.199528,13.43,1.80
NGC 1998,G,5.554378,-48.695611,15.19,0.95
NGC 1999,RfN,5.607042,-6.715861,9.50,2.00
NGC 2000,OCl,5.458122,-71.879389,12.14,1.60
NGC 2001,*Ass,5.483906,-68.769278,,7.30
NGC 2002,GCl,5.505750,-66.885000,10.84,1.90
NGC 2003,GCl,5.515333,-66.466556,11.30,1.70
NGC 2004,GCl,5.511875,-67.286444,9.60,3.00
NGC 2005,GCl,5.503014,-69.752417,11.57,1.60
NGC 2006,*Ass,5.522500,-66.965278,10.88,1.60
NGC 2007,G,5.583103,-50.921694,14.85,1.53
NGC 2008,G,5.584392,-50.966778,14.00,1.23
NGC 2009,OCl,5.516433,-69.181667,11.02,1.40
NGC 2010,OCl,5.509703,-70.819667,11.72,1.90
NGC 2011,OCl,5.538947,-67.523139,10.58,1.00
NGC 2012,G,5.376486,-79.851806,12.97,1.29
NGC 2013,OCl,5.733797,55.793583,,
NGC 2014,Neb,5.538853,-67.689833,8.97,5.10
NGC 2015,*Ass,5.535136,-69.243028,10.43,4.70
NGC 2016,OCl,5.527450,-69.945861,,1.80
NGC 2017,OCl,5.654531,-17.848500,,5.00
NGC 2018,HII,5.523581,-71.069056,10.89,2.80
NGC 2019,GCl,5.532406,-70.159583,10.86,1.50
NGC 2020,EmN,5.553497,-67.715889,,3.20
NGC 2021,OCl,5.558519,-67.452889,12.06,0.90
NGC 2022,PN,5.701725,9.086528,11.60,0.32
NGC 2023,RfN,5.693997,-2.259028,,10.00
NGC 2024,Neb,5.695158,-1.856278,,30.00
NGC 2025,OCl,5.542678,-71.715500,10.94,1.90
NGC 2026,OCl,5.719486,20.138889,,4.20
NGC 2027,OCl,5.583253,-66.916306,10.97,4.60
NGC 2028,OCl,5.563492,-69.951806,12.88,1.10
NGC 2029,OCl,5.594628,-66.035000,12.29,1.10
NGC 2030,HII,5.583261,-67.556361,12.29,1.70
NGC 2031,GCl,5.561617,-70.986778,10.83,3.30
NGC 2032,HII,5.589061,-67.568444,,2.80
NGC 2033,*Ass,5.575194,-69.780139,11.63,5.90
NGC 2034,*Ass,5.592436,-66.903639,,4.50
NGC 2035,Neb,5.592000,-67.584167,10.99,1.80
NGC 2036,OCl,5.575386,-70.064361,12.77,1.60
NGC 2037,OCl,5.583508,-69.731583,10.31,2.90
NGC 2038,OCl,5.578408,-70.562944,11.92,1.60
NGC 2039,Other,5.733586,8.691056,,
NGC 2040,Neb,5.601647,-67.568556,11.47,2.10
NGC 2041,GCl,5.607792,-66.989778,10.36,2.60
NGC 2042,OCl,5.602661,-68.923444,9.58,4.50
NGC 2043,OCl,5.599217,-70.074417,,0.65
NGC 2044,*Ass,5.601717,-69.198667,10.59,5.50
NGC 2045,*,5.750361,12.888361,6.46,
NGC 2046,OCl,5.593758,-70.240694,12.64,1.10
NGC 2047,OCl,5.598053,-70.192667,13.15,0.95
NGC 2048,EmN,5.598775,-69.648528,12.17,1.40
NGC 2049,G,5.720919,-30.078389,13.68,2.14
NGC 2050,*Ass,5.610783,-69.383528,9.25,3.00
NGC 2051,OCl,5.602039,-71.011389,11.69,1.50
NGC 2052,Neb,5.619736,-69.774194,,18.00
NGC 2053,OCl,5.627694,-67.412917,12.18,1.50
NGC 2054,Other,5.754272,-10.083139,,
NGC 2055,*Ass,5.612425,-69.498639,8.39,1.90
NGC 2056,OCl,5.609436,-70.671889,11.77,1.50
NGC 2057,OCl,5.615317,-70.268944,12.17,1.30
NGC 2058,OCl,5.615061,-70.162250,11.85,2.10
NGC 2059,OCl,5.616819,-70.129028,12.85,1.10
NGC 2060,SNR,5.629694,-69.171667,9.59,2.20
NGC 2061,OCl,5.711603,-34.009528,,
NGC 2062,OCl,5.667417,-66.875750,12.67,1.20
NGC 2063,Other,5.778619,8.781111,,
NGC 2064,RfN,5.771775,0.005944,,10.00
NGC 2065,OCl,5.627339,-70.236472,11.24,2.30
NGC 2066,OCl,5.628644,-70.166556,13.10,1.00
NGC 2067,RfN,5.775522,0.131250,,8.00
NGC 2068,RfN,5.779394,0.079306,8.00,4.50
NGC 2069,Neb,5.646233,-68.974389,10.10,5.00
NGC 2070,HII,5.645100,-69.100889,7.25,16.00
NGC 2071,Cl+N,5.785350,0.294250,8.00,7.00
NGC 2072,OCl,5.640108,-70.234056,13.21,1.00
NGC 2073,G,5.764975,-21.999139,13.45,1.44
NGC 2074,Cl+N,5.650994,-69.498111,8.50,4.00
NGC 2075,Cl+N,5.639264,-70.685028,11.47,2.20
NGC 2076,G,5.779850,-16.782611,12.93,2.52
NGC 2077,Neb,5.660006,-69.657111,11.71,1.30
NGC 2078,EmN,5.660958,-69.743167,10.89,1.20
NGC 2079,HII,5.660444,-69.757194,11.81,1.10
NGC 2080,HII,5.662728,-69.644111,10.42,1.70
NGC 2081,Cl+N,5.666497,-69.405889,,8.50
NGC 2082,G,5.697533,-64.301139,12.19,2.06
NGC 2083,Neb,5.666450,-69.737583,10.83,2.00
NGC 2084,Neb,5.668611,-69.759417,,1.70
NGC 2085,Neb,5.669397,-69.672806,12.06,0.95
NGC 2086,Neb,5.670244,-69.667861,12.00,0.85
NGC 2087,G,5.737786,-55.532444,14.70,0.81
NGC 2088,OCl,5.683281,-68.465361,12.47,1.50
NGC 2089,G,5.797619,-17.602389,12.94,2.20
NGC 2090,G,5.783858,-34.250611,10.92,4.47
NGC 2091,OCl,5.682789,-69.437083,12.07,1.30
NGC 2092,OCl,5.689444,-69.224222,,1.00
NGC 2093,*Ass,5.697150,-68.921417,11.57,1.50
NGC 2094,OCl,5.702458,-68.363778,12.80,0.85
NGC 2095,OCl,5.710044,-67.318889,13.09,1.50
NGC 2096,OCl,5.704944,-68.458611,11.31,1.10
NGC 2097,GCl,5.737783,-62.785611,13.67,1.90
NGC 2098,OCl,5.708619,-68.273167,10.73,2.20
NGC 2099,OCl,5.871764,32.553000,5.60,11.40
NGC 2100,GCl,5.702519,-69.211833,9.60,2.50
NGC 2101,G,5.773381,-52.088528,13.27,1.24
NGC 2102,OCl,5.705692,-69.487083,11.44,0.85
NGC 2103,HII,5.694542,-71.333139,10.82,4.00
NGC 2104,G,5.784647,-51.552917,12.73,2.12
NGC 2105,GCl,5.738661,-66.917611,12.19,1.70
NGC 2106,G,5.846286,-21.567250,13.13,2.43
NGC 2107,OCl,5.720244,-70.639944,11.51,1.70
NGC 2108,GCl,5.732464,-69.182111,12.32,1.80
NGC 2109,OCl,5.739700,-68.547806,12.21,1.60
NGC 2110,G,5.869828,-7.456222,13.51,1.83
NGC 2111,OCl,5.742497,-70.993250,12.45,1.50
NGC 2112,OCl,5.895892,0.410806,9.10,21.00
NGC 2113,Cl+N,5.756825,-69.774167,,1.10
NGC 2114,OCl,5.770031,-68.048306,12.48,1.40
NGC 2115,GPair,5.855750,-50.587500,,1.33
NGC 2115 A,G,5.855506,-50.582861,14.16,1.21
NGC 2115 B,G,5.855892,-50.592500,16.06,0.57
NGC 2116,OCl,5.787544,-68.507944,12.92,1.20
NGC 2117,OCl,5.796089,-67.450167,11.65,2.00
NGC 2118,OCl,5.794325,-69.131833,13.38,1.60
NGC 2119,G,5.957486,11.949194,15.00,1.26
NGC 2120,GCl,5.842947,-63.677611,12.67,2.20
NGC 2121,GCl,5.803567,-71.479778,12.37,2.70
NGC 2122,Cl+N,5.814586,-70.070083,10.43,6.00
NGC 2123,GCl,5.862033,-65.321472,12.56,1.50
NGC 2124,G,5.964508,-20.084639,13.45,2.84
NGC 2125,OCl,5.848397,-69.479139,,1.10
NGC 2126,OCl,6.042494,49.865917,,5.40
NGC 2127,OCl,5.855911,-69.359056,11.64,1.50
NGC 2128,G,6.076175,57.627750,13.66,1.44
NGC 2129,OCl,6.018483,23.322167,6.70,3.90
NGC 2130,GCl,5.873256,-67.334111,12.10,1.40
NGC 2131,G,5.979867,-26.653000,14.60,1.16
NGC 2132,OCl,5.928978,-59.927722,,7.80
NGC 2133,OCl,5.857978,-71.175028,12.04,1.60
NGC 2134,GCl,5.866028,-71.097583,11.05,2.80
NGC 2135,GCl,5.893175,-67.429528,12.05,1.50
NGC 2136,GCl,5.882708,-69.492750,10.70,2.80
NGC 2137,OCl,5.886986,-69.481972,12.66,1.10
NGC 2138,GCl,5.913939,-65.837111,13.76,1.20
NGC 2139,G,6.018836,-23.672639,11.66,2.94
NGC 2140,OCl,5.904494,-68.599833,12.44,1.50
NGC 2141,OCl,6.048628,10.446472,9.40,5.40
NGC 2142,*,6.030675,-10.597944,4.94,
NGC 2143,OCl,6.050433,5.831278,,6.90
NGC 2144,G,5.682553,-82.119389,13.94,1.46
NGC 2145,OCl,5.906406,-70.901028,12.07,1.50
NGC 2146,G,6.310475,78.357028,10.69,5.31
NGC 2146 A,G,6.398667,78.530111,12.89,2.72
NGC 2147,OCl,5.929333,-68.201583,12.94,0.95
NGC 2148,G,5.979403,-59.125944,14.60,1.17
NGC 2149,RfN,6.058553,-9.730583,,3.00
NGC 2150,G,5.929539,-69.560806,13.03,1.15
NGC 2151,OCl,5.939011,-69.017361,,1.30
NGC 2152,G,6.015358,-50.740917,14.76,1.12
NGC 2153,GCl,5.964367,-66.400667,13.05,1.50
NGC 2154,GCl,5.960414,-67.263778,11.79,2.40
NGC 2155,GCl,5.975892,-65.476472,12.60,2.40
NGC 2156,GCl,5.963800,-68.460806,11.38,2.10
NGC 2157,GCl,5.959661,-69.197222,10.16,2.80
NGC 2158,OCl,6.123781,24.096167,8.60,8.40
NGC 2159,GCl,5.967744,-68.622917,11.38,1.90
NGC 2160,OCl,5.970233,-68.289583,12.16,1.40
NGC 2161,GCl,5.928628,-74.353944,12.95,2.30
NGC 2162,GCl,6.008381,-63.721444,12.70,3.00
NGC 2163,RfN,6.130428,18.657444,,3.00
NGC 2164,GCl,5.982294,-68.515889,10.34,2.80
NGC 2165,OCl,6.184503,51.677306,,
NGC 2166,OCl,5.992817,-67.942333,12.86,1.40
NGC 2167,*,6.116267,-6.202639,6.58,
NGC 2168,OCl,6.151406,24.338639,5.10,24.00
NGC 2169,OCl,6.140097,13.964861,5.90,7.20
NGC 2170,RfN,6.125506,-6.399306,,2.00
NGC 2171,Other,5.983233,-70.719111,,
NGC 2172,OCl,6.001622,-68.636917,11.75,1.70
NGC 2173,GCl,5.966356,-72.974528,11.88,2.60
NGC 2174,Neb,6.156561,20.659583,,40.00
NGC 2175,Cl+N,6.160986,20.487583,6.80,5.40
NGC 2176,OCl,6.022050,-66.853250,,1.10
NGC 2177,OCl,6.021247,-67.733250,12.83,1.50
NGC 2178,G,6.046550,-63.763694,13.65,1.27
NGC 2179,G,6.133950,-21.746694,12.35,1.99
NGC 2180,OCl,6.160069,4.711611,9.00,4.20
NGC 2181,GCl,6.045461,-65.264861,13.64,1.50
NGC 2182,RfN,6.158597,-6.326444,9.00,3.00
NGC 2183,HII,6.179703,-6.211833,15.15,12.00
NGC 2184,OCl,6.183242,-3.495167,,6.60
NGC 2185,Neb,6.183464,-6.226861,12.90,2.00
NGC 2186,OCl,6.201981,5.458583,8.70,4.20
NGC 2187,GPair,6.063472,-69.583333,,3.33
NGC 2187 A,G,6.062292,-69.588306,13.12,3.52
NGC 2187 B,G,6.064561,-69.577444,13.29,2.67
NGC 2188,G,6.169314,-34.106194,11.67,5.42
NGC 2189,Other,6.202775,1.065972,,
NGC 2190,GCl,6.017164,-74.725417,12.94,2.20
NGC 2191,G,6.139964,-52.512306,12.30,1.77
NGC 2192,OCl,6.254842,39.855222,10.90,5.40
NGC 2193,GCl,6.104867,-65.098778,13.42,1.70
NGC 2194,OCl,6.229419,12.806667,8.50,8.70
