name,type,ra_hours,dec_degrees,magnitude,size_arcmin
IC 1185,G,16.095747,17.717028,13.84,0.74
IC 1186,G,16.095617,17.362167,14.69,0.78
IC 1187,G,15.986161,70.556972,15.43,0.35
IC 1188,GPair,16.102133,17.460000,,0.70
IC 1188 A,G,16.102028,17.460806,15.65,0.55
IC 1188 B,G,16.102300,17.461639,17.42,0.28
IC 1189,G,16.104119,18.182889,14.43,0.79
IC 1190,G,16.097892,18.220528,14.68,1.28
IC 1191,GPair,16.107986,18.267889,,0.70
IC 1191 NED01,G,16.108053,18.267861,16.63,0.71
IC 1191 NED02,G,16.108250,18.267861,17.00,0.40
IC 1192,G,16.109203,17.775639,14.89,0.91
IC 1193,G,16.108944,17.713861,14.38,0.78
IC 1194,G,16.110931,17.761194,14.30,0.64
IC 1195,G,16.111356,17.191806,14.83,0.61
IC 1196,G,16.132881,10.779639,14.69,1.04
IC 1197,G,16.138131,7.538500,14.36,2.56
IC 1198,G,16.143436,12.330944,14.94,0.79
IC 1199,G,16.176208,10.040361,14.54,1.19
IC 1200,Dup,16.074781,69.665778,,
IC 1201,G,16.094903,69.593806,15.58,0.68
IC 1202,Dup,16.215794,9.867111,,
IC 1203,*Ass,16.254444,-22.370583,,3.50
IC 1204,G,16.120967,69.931472,15.30,0.65
IC 1205,G,16.237756,9.537194,14.55,0.69
IC 1206,G,16.253631,11.297389,14.81,1.12
IC 1207,*Ass,16.324089,-29.651111,,2.00
IC 1208,G,16.263303,36.527333,15.03,1.25
IC 1209,G,16.311006,15.558361,14.88,1.36
IC 1210,G,16.241708,62.536694,14.56,1.38
IC 1211,G,16.281106,53.006028,13.76,1.34
IC 1212,G,16.258542,64.224806,15.32,0.77
IC 1213,Dup,16.369528,-1.514861,,
IC 1214,G,16.269917,65.968778,14.95,1.05
IC 1215,G,16.259758,68.397667,13.70,0.91
IC 1216,G,16.265383,68.349889,14.87,0.75
IC 1217,Other,16.267806,69.676500,,
IC 1218,G,16.276972,68.202639,15.30,0.92
IC 1219,G,16.407625,19.482583,15.13,1.31
IC 1220,G,16.493972,8.450722,14.73,1.24
IC 1221,G,16.578231,46.392056,14.59,1.00
IC 1222,G,16.585889,46.213917,13.37,1.51
IC 1223,G,16.595128,49.220528,15.30,0.82
IC 1224,G,16.715636,19.254361,15.37,1.28
IC 1225,G,16.614589,67.629417,15.42,1.37
IC 1226,G,16.685158,46.004056,15.30,0.57
IC 1227,Dup,16.668861,58.617361,,
IC 1228,G,16.701800,65.585500,14.43,1.32
IC 1229,G,16.749672,51.308083,15.96,0.44
IC 1230,GPair,16.750411,51.259583,,0.92
IC 1231,G,16.783061,58.423167,13.20,1.88
IC 1232,Dup,16.685158,46.004056,,
IC 1233,Dup,16.805622,62.976417,,
IC 1234,*,16.880808,56.877778,,
IC 1235,G,16.867675,63.115806,15.04,0.76
IC 1236,G,16.974889,20.041472,13.64,1.17
IC 1237,G,16.937792,55.026472,14.60,1.97
IC 1239,Dup,17.012525,23.044000,,
IC 1240,Other,17.016353,61.050444,,
IC 1241,G,17.024506,63.691111,13.72,1.16
IC 1242,G,17.145244,4.049889,14.86,0.84
IC 1243,Other,17.173486,10.766611,,
IC 1244,G,17.176031,36.303306,14.52,1.13
IC 1245,G,17.210167,38.020444,14.90,1.85
IC 1246,*,17.236744,20.237306,,
IC 1247,*,17.272817,-12.780889,,
IC 1248,G,17.194494,59.995611,14.59,0.82
IC 1249,G,17.248644,35.520111,14.83,0.24
IC 1250,G,17.241436,57.416778,15.95,0.59
IC 1251,G,17.170250,72.410500,14.33,1.21
IC 1252,G,17.263994,57.366806,15.64,1.06
IC 1253,Dup,17.331853,16.660694,,
IC 1254,G,17.192614,72.402000,13.95,0.91
IC 1255,G,17.384831,12.695444,14.15,0.98
IC 1256,G,17.396475,26.486528,13.55,1.28
IC 1257,GCl,17.452328,-7.093083,,3.30
IC 1258,G,17.454828,58.485472,14.43,0.91
IC 1259,GPair,17.457167,58.516667,,0.90
IC 1259 NED01,G,17.456864,58.516917,15.22,0.91
IC 1259 NED02,G,17.457439,58.516556,14.11,1.11
IC 1260,G,17.458811,58.475861,15.70,0.42
IC 1261,GPair,17.389822,71.263639,,1.10
IC 1261 NED01,G,17.390589,71.262806,15.98,0.84
IC 1261 NED02,G,17.389133,71.264361,14.90,0.69
IC 1262,G,17.550561,43.759611,13.65,1.64
IC 1263,G,17.552000,43.822083,14.71,1.63
IC 1264,G,17.554678,43.629222,15.52,1.37
IC 1265,G,17.610953,42.088417,14.04,1.85
IC 1266,PN,17.759806,-46.089861,11.20,0.16
IC 1267,G,17.646081,59.373139,13.42,1.38
IC 1268,G,17.844247,17.209444,15.21,0.66
IC 1269,G,17.868333,21.569639,12.82,1.32
IC 1270,*,17.799167,62.223444,,
IC 1271,Neb,18.086975,-24.410528,,
IC 1272,Other,18.082153,25.129194,,
IC 1274,HII,18.164175,-23.648222,,20.00
IC 1275,Neb,18.168664,-23.761222,,
IC 1276,GCl,18.178964,-7.207583,,9.60
IC 1277,G,18.174247,31.003167,14.95,0.98
IC 1278,Other,18.178236,31.149917,,
IC 1279,G,18.187606,36.007778,14.38,2.34
IC 1280,Dup,18.205117,25.662361,,
IC 1281,GPair,18.193917,35.992222,,1.30
IC 1281 NED01,G,18.193894,35.987417,16.39,0.54
IC 1281 NED02,G,18.193933,35.997250,15.58,0.57
IC 1282,Other,18.234792,21.102194,,
IC 1283,HII,18.288014,-19.762222,,15.00
IC 1284,Neb,18.294342,-19.672028,7.70,16.98
IC 1285,Other,18.269492,25.100333,,
IC 1286,G,18.270631,55.591000,14.72,1.42
IC 1287,RfN,18.523803,-10.795806,6.10,20.00
IC 1288,G,18.489572,39.713361,14.24,1.09
IC 1289,G,18.500636,39.964028,15.27,0.66
IC 1290,*Ass,18.643142,-24.096833,,
IC 1291,G,18.564603,49.278611,13.03,1.33
IC 1292,Other,18.744569,-27.816278,,
IC 1293,Other,18.693514,56.317778,,
IC 1294,Other,18.830681,40.209389,,
IC 1295,PN,18.910314,-8.827028,12.50,1.50
IC 1296,G,18.888564,33.066583,15.35,0.99
IC 1297,PN,19.289833,-39.613056,10.70,0.12
IC 1298,Other,19.309914,-1.596194,,
IC 1299,OCl,19.378342,20.739556,14.00,2.00
IC 1300,Dup,19.400881,53.624778,,
IC 1301,G,19.442217,50.125278,14.25,1.44
IC 1302,G,19.514692,35.785250,13.35,0.95
IC 1303,G,19.525017,35.876611,14.83,1.18
IC 1304,*Ass,19.592914,41.111833,,
IC 1305,Other,19.654750,20.194278,,
IC 1306,*Ass,19.694775,37.685194,,
IC 1307,*Ass,19.708917,27.752639,,
IC 1308,HII,19.751456,-14.720250,,
IC 1309,G,20.050422,-17.232083,15.06,0.87
IC 1310,Cl+N,20.166939,34.968889,,15.00
IC 1311,OCl,20.179950,41.173944,13.10,6.30
IC 1312,Other,20.280972,18.045972,,
IC 1313,G,20.312128,-16.945972,15.00,1.61
IC 1314,*Ass,20.297222,25.089778,,
IC 1315,Other,20.289431,30.689083,,
IC 1316,Other,20.373844,6.501694,,
IC 1317,G,20.387664,0.664722,13.73,0.76
IC 1318,*,20.370469,40.256694,2.23,
IC 1319,G,20.433869,-18.504083,14.84,0.79
IC 1320,G,20.440461,2.909722,14.44,1.07
IC 1321,G,20.469736,-18.291500,15.24,1.10
IC 1322,G,20.502356,-15.227833,15.47,1.10
IC 1324,G,20.536753,-9.056111,14.29,1.25
IC 1325,Dup,20.547283,9.926417,,
IC 1327,G,20.594797,-0.005778,14.92,0.93
IC 1328,G,20.699178,-19.633056,14.88,0.89
IC 1329,Other,20.728364,15.597417,,
IC 1330,G,20.770817,-14.023222,,1.25
IC 1331,G,20.796881,-9.995944,14.69,1.75
IC 1332,G,20.864275,-13.711528,15.88,1.16
IC 1333,G,20.871444,-16.285750,15.46,1.37
IC 1334,Dup,20.871444,-16.285750,,
IC 1335,G,20.885033,-16.335444,15.96,0.89
IC 1336,G,20.918033,-18.038722,15.29,0.86
IC 1337,G,20.947972,-16.585833,14.68,0.84
IC 1338,G,20.949400,-16.492611,15.59,0.76
IC 1339,G,20.965422,-17.942833,14.17,1.51
IC 1340,SNR,20.935625,31.047861,,25.12
IC 1341,G,21.004633,-13.976333,15.24,0.95
IC 1342,G,21.007067,-14.495861,,1.08
IC 1343,G,21.016850,-15.403694,15.16,1.02
IC 1344,G,21.021236,-13.380278,14.57,1.15
IC 1345,G,21.022833,-13.397611,15.58,0.48
IC 1346,G,21.026950,-13.960694,14.92,1.23
IC 1347,G,21.028997,-13.313306,15.62,1.42
IC 1348,G,21.028919,-13.358000,15.58,0.37
IC 1349,G,21.030681,-13.265500,15.47,0.72
IC 1350,G,21.031192,-13.852667,14.79,0.91
IC 1351,G,21.031233,-13.201861,15.65,0.74
IC 1352,G,21.031917,-13.384083,16.38,0.50
IC 1353,G,21.032311,-13.272833,16.38,0.45
IC 1354,Dup,21.031192,-13.852667,,
IC 1355,G,21.032886,-13.173000,15.66,0.40
IC 1356,G,21.048056,-15.811583,15.20,0.82
IC 1357,G,21.099253,-10.716250,15.85,1.28
IC 1358,G,21.108169,-16.204444,15.65,0.50
IC 1359,G,21.145283,12.484278,14.74,1.16
IC 1360,G,21.180644,5.071361,15.40,0.80
IC 1361,G,21.191428,5.054333,15.39,0.78
IC 1362,G,21.197958,2.328972,15.88,0.62
IC 1363,OCl,21.177894,46.870056,,
IC 1364,G,21.223522,2.769722,13.41,1.07
IC 1365,GGroup,21.232197,2.565389,,1.00
IC 1365 NED01,G,21.232200,2.565389,14.95,1.66
IC 1365 NED02,G,21.231850,2.563806,15.81,1.38
IC 1366,G,21.235561,1.776111,15.79,0.81
IC 1367,G,21.236028,2.993806,15.52,0.65
IC 1368,G,21.236831,2.178000,14.30,1.36
IC 1369,OCl,21.202511,47.768500,,5.10
IC 1370,G,21.253964,2.192028,15.07,0.66
IC 1371,G,21.337681,-4.876528,14.98,1.42
IC 1372,G,21.338081,-5.604583,15.04,0.83
IC 1373,G,21.343681,1.092417,15.34,0.89
IC 1374,G,21.350736,1.712972,15.78,0.63
IC 1375,G,21.349942,3.985417,15.17,0.58
IC 1376,Other,21.411417,-5.742444,,
IC 1377,G,21.424064,4.314222,14.77,0.73
IC 1378,Other,21.381031,55.464306,,
IC 1379,G,21.433683,3.097389,15.68,0.59
IC 1380,G,21.453058,2.717667,15.65,0.68
IC 1381,G,21.459361,-1.188611,15.49,0.90
IC 1382,Dup,21.368767,18.665667,,
IC 1383,G,21.461011,-1.102167,15.94,0.62
IC 1384,G,21.464742,-1.368556,15.36,0.77
IC 1385,G,21.480886,-1.070111,18.25,0.59
IC 1386,G,21.493731,-21.195694,13.12,0.97
IC 1387,G,21.492908,-1.350917,15.04,0.48
IC 1388,G,21.497828,-0.631278,15.02,0.82
IC 1389,G,21.535511,-18.018361,15.46,0.81
IC 1390,G,21.540217,-1.862528,15.07,0.65
IC 1391,G,21.583444,-0.511444,15.85,0.64
IC 1392,G,21.592414,35.398333,12.95,1.53
IC 1393,G,21.670625,-22.411389,15.60,0.74
IC 1394,G,21.670286,14.633028,14.84,1.23
IC 1395,G,21.694836,4.104528,15.44,0.74
IC 1396,Cl+N,21.649339,57.489056,,14.00
IC 1397,G,21.733975,-4.884806,15.29,0.85
IC 1398,G,21.764286,9.475333,15.35,0.76
IC 1399,G,21.769142,4.402222,15.62,0.68
IC 1400,*Ass,21.737856,52.967028,,
IC 1401,G,21.783192,1.712750,13.72,1.68
IC 1402,*Ass,21.749714,53.262500,,
IC 1403,G,21.841411,-2.716167,16.42,0.49
IC 1404,G,21.848994,-9.266583,14.63,0.97
IC 1405,G,21.847178,2.020806,15.12,0.87
IC 1406,G,21.851353,1.987056,15.57,0.62
IC 1407,G,21.873178,3.427167,15.05,0.76
IC 1408,G,21.885839,-13.346778,14.92,1.00
IC 1409,G,21.888778,-7.499861,15.62,0.69
IC 1410,G,21.933928,-2.900278,15.50,0.83
IC 1411,G,21.933497,-1.517056,14.38,0.87
IC 1412,G,21.971794,-17.176167,14.55,1.27
IC 1413,G,21.974058,-3.102417,15.72,0.93
IC 1414,G,21.971681,8.423806,15.20,0.47
IC 1415,Other,21.978511,1.350361,,
IC 1416,Other,21.980411,1.451556,,
IC 1417,G,22.006003,-13.147361,14.00,1.65
IC 1418,G,22.033311,4.384333,15.23,0.86
IC 1419,G,22.049678,-9.920972,16.06,0.54
IC 1420,GPair,22.042214,19.750111,,1.30
IC 1420 NED01,G,22.042028,19.750361,14.35,1.32
IC 1420 NED02,G,22.042300,19.750111,15.02,0.86
IC 1421,G,22.051119,-9.978167,15.45,0.63
IC 1422,G,22.050017,2.598889,15.85,0.46
IC 1423,G,22.053525,4.297583,14.76,0.92
IC 1424,*,22.052608,11.197139,,
IC 1425,G,22.056808,2.594917,15.10,0.79
IC 1427,G,22.059767,15.106778,15.19,1.14
IC 1428,G,22.074353,2.630861,15.56,0.71
IC 1429,*,22.117347,10.109222,,
IC 1430,G,22.124950,-13.581194,15.63,0.56
IC 1431,G,22.127667,-13.513389,15.27,0.75
IC 1432,G,22.167769,3.689583,16.75,0.44
IC 1433,GTrpl,22.202833,-12.765278,,1.00
IC 1433 NED01,G,22.202956,-12.765583,15.64,0.83
IC 1433 NED02,G,22.202736,-12.765611,,0.18
IC 1433 NED03,G,22.202561,-12.763139,17.74,0.21
IC 1434,OCl,22.178378,52.850083,,4.80
IC 1435,G,22.223969,-22.096694,13.89,1.07
IC 1436,G,22.230956,-10.191778,16.06,0.56
IC 1437,G,22.262497,2.065944,14.84,1.08
IC 1438,G,22.274747,-21.430694,12.75,2.33
IC 1439,G,22.277817,-21.485944,14.75,1.25
IC 1440,G,22.275894,-16.016444,14.91,1.67
IC 1441,G,22.255317,37.301500,15.37,1.07
IC 1442,OCl,22.267036,53.991333,9.10,4.20
IC 1443,G,22.317683,-20.939917,13.53,1.55
IC 1444,G,22.373311,5.139167,15.81,0.58
IC 1445,G,22.425092,-17.243306,12.74,1.41
IC 1446,G,22.484639,-1.184917,15.50,0.78
IC 1447,G,22.499944,-5.119889,13.71,1.48
IC 1448,Dup,22.575594,-12.933861,,
IC 1449,G,22.585278,-8.765333,15.23,0.57
IC 1451,G,22.768739,-10.369417,15.00,0.91
IC 1452,Dup,22.766442,10.867500,,
IC 1453,G,22.781731,-13.449611,15.10,0.84
IC 1454,PN,22.706947,80.442222,14.00,0.47
IC 1455,G,22.896128,1.371972,14.62,1.00
IC 1456,G,22.921719,-12.732000,15.91,0.95
IC 1457,Other,22.923267,-5.562750,,
IC 1458,Dup,22.944828,-7.379056,,
IC 1459,G,22.952947,-36.462222,10.54,4.61
IC 1460,G,22.951133,4.677028,14.30,0.61
IC 1461,G,22.976194,15.172778,15.01,0.60
IC 1462,*,22.976986,8.441306,,
IC 1464,GPair,23.053222,-8.990833,,1.20
IC 1464 A,G,23.053356,-8.992972,15.32,0.26
IC 1464 B,G,23.053067,-8.989167,15.50,0.68
IC 1465,Other,23.048111,16.582472,,
IC 1466,G,23.060847,-2.775444,14.55,0.60
IC 1467,G,23.080475,-3.229944,14.75,0.79
IC 1468,G,23.085436,-3.204500,15.25,1.06
IC 1469,G,23.107964,-13.536583,,0.45
IC 1470,HII,23.086169,60.244083,11.50,1.80
IC 1471,G,23.145792,-12.639444,14.63,1.07
IC 1472,G,23.151856,17.259139,15.21,1.01
IC 1473,G,23.184836,29.643444,14.16,1.74
IC 1474,G,23.214242,5.806361,13.94,1.04
IC 1475,Other,23.233950,-28.422444,,
IC 1476,G,23.237875,30.551472,15.53,0.91
IC 1477,Dup,23.286667,-6.912000,,
IC 1478,Dup,23.303867,10.298306,,
IC 1479,G,23.312892,-10.399250,14.60,1.16
IC 1480,Dup,23.316456,11.341722,,
IC 1481,G,23.323644,5.906167,14.40,0.73
IC 1482,G,23.347089,1.739028,15.08,0.81
IC 1483,Dup,23.375867,11.328806,,
IC 1484,G,23.377761,11.384472,17.78,0.62
IC 1485,Dup,23.380064,11.372861,,
IC 1486,Dup,23.398339,9.667472,,
IC 1487,Dup,23.405581,14.647139,,
IC 1488,G,23.427375,15.354417,15.73,1.08
IC 1489,G,23.442258,-12.516500,15.11,0.54
IC 1490,G,23.986311,-4.127000,14.50,1.45
IC 1491,G,23.490192,-16.316611,15.03,0.77
IC 1492,G,23.510028,-3.039917,14.37,1.47
IC 1493,G,23.507642,14.458861,16.55,0.52
IC 1494,G,23.512817,-12.724528,15.83,0.73
IC 1495,G,23.513261,-13.485444,13.00,1.33
IC 1496,G,23.514864,-2.934306,14.41,1.65
IC 1497,Other,23.480581,11.987000,,
IC 1498,G,23.531569,-5.006972,14.03,2.24
IC 1500,G,23.552600,4.552528,15.20,0.47
IC 1501,G,23.577794,-3.152833,14.60,1.48
IC 1502,G,23.605700,75.648139,14.66,1.01
IC 1503,G,23.640864,4.801417,14.26,0.90
IC 1504,G,23.688747,4.017472,14.41,1.64
IC 1505,G,23.693642,-3.565083,14.67,0.60
IC 1506,G,23.746781,4.735667,15.52,0.91
IC 1507,G,23.759214,1.688750,14.73,1.29
IC 1508,G,23.765297,12.061750,13.40,0.76
IC 1509,G,23.787967,-15.306417,15.21,1.29
IC 1510,GGroup,23.842444,2.073333,,1.00
IC 1510 NED01,G,23.842361,2.074722,16.08,0.51
IC 1510 NED02,G,23.842511,2.072361,15.16,0.68
IC 1511,*,23.850125,27.060861,,
IC 1512,*,23.850397,27.027139,,
IC 1513,G,23.891494,11.317611,15.04,1.10
IC 1514,Dup,23.904600,-13.586444,,
IC 1515,G,23.934419,-0.988528,14.40,1.31
IC 1516,G,23.935303,-0.916528,14.08,1.19
IC 1517,G,23.938558,-0.305611,14.62,1.01
IC 1518,G,23.951700,12.464972,15.93,0.50
IC 1519,G,23.952325,12.457556,15.95,0.63
IC 1520,G,23.965128,-14.039333,14.69,0.55
IC 1521,G,23.983239,-7.146778,15.04,0.92
IC 1522,G,23.984292,1.719889,15.25,0.76
IC 1523,G,23.985167,6.873056,16.28,0.36
IC 1524,Dup,23.986311,-4.127000,,
IC 1525,G,23.987708,46.889667,13.20,1.79
IC 1526,G,0.025422,11.345889,15.07,0.74
IC 1527,G,0.039333,4.089750,15.42,0.91
IC 1528,G,0.084825,-7.093417,13.59,2.15
IC 1529,G,0.086992,-11.502806,14.51,1.15
IC 1530,Dup,0.122092,32.609250,,
IC 1531,G,0.159883,-32.277000,13.52,1.89
IC 1532,G,0.164667,-64.372083,14.84,1.83
IC 1533,Other,0.176781,-7.415139,,
IC 1534,G,0.229289,48.151361,15.06,1.02
IC 1535,G,0.232594,48.157972,15.15,0.99
IC 1536,G,0.238614,48.143278,15.53,0.81
IC 1537,Other,0.264242,-39.262083,16.04,1.32
IC 1538,Other,0.300433,30.029278,,
IC 1539,Dup,0.306261,30.079583,,
IC 1540,G,0.330208,23.772611,14.89,0.97
IC 1541,G,0.333878,21.999750,15.59,0.72
IC 1542,G,0.344775,22.592444,15.00,0.53
IC 1543,G,0.348736,21.866028,14.17,0.80
IC 1544,G,0.354861,23.090861,14.05,1.10
IC 1545,G,0.355808,21.983444,16.67,0.45
IC 1546,Dup,0.358064,22.505861,,
IC 1547,Other,0.359914,22.506444,,
IC 1548,G,0.365322,22.006306,15.63,0.68
IC 1549,G,0.380508,6.964278,14.97,1.45
IC 1550,G,0.407681,38.185639,15.03,0.91
IC 1551,G,0.459858,8.877500,14.88,2.42
IC 1552,G,0.495475,21.476833,15.35,0.94
IC 1553,G,0.544478,-25.607528,14.44,1.36
IC 1554,G,0.552042,-32.258361,13.81,1.38
IC 1555,G,0.575733,-30.017861,14.35,1.31
IC 1556,G,0.584142,-9.368417,15.21,0.84
IC 1557,G,0.592922,-2.876417,15.54,0.69
IC 1558,G,0.596408,-25.374417,12.46,2.80
IC 1559,Dup,0.614536,23.984972,,
IC 1560,Other,0.627564,2.671556,,
IC 1561,G,0.642358,-24.339944,15.16,1.41
IC 1562,G,0.642767,-24.274056,13.60,1.50
IC 1563,Dup,0.650067,-9.014583,,
IC 1564,G,0.651425,6.021056,14.75,1.01
IC 1565,G,0.657297,6.734250,14.50,1.80
IC 1566,G,0.659267,6.815139,15.45,0.91
IC 1567,Dup,0.657297,6.734250,,
IC 1568,G,0.665544,6.848583,15.72,1.15
IC 1569,G,0.674450,6.719694,15.69,0.72
IC 1570,G,0.676139,6.752667,16.45,0.58
IC 1571,G,0.677181,-0.330667,14.58,1.05
IC 1572,Other,0.686694,16.237500,,
IC 1573,G,0.702906,-23.591583,16.69,1.29
IC 1574,G,0.717728,-22.246889,13.86,1.83
IC 1575,G,0.725933,-4.117833,14.85,0.87
IC 1576,G,0.737264,-25.109278,15.56,0.76
IC 1577,Dup,0.726242,-8.186500,,
IC 1578,G,0.740536,-25.076833,15.28,0.84
IC 1579,G,0.759014,-26.565444,14.78,1.02
IC 1580,Other,0.772592,29.936611,,
IC 1581,G,0.762867,-25.920167,16.23,1.00
IC 1582,G,0.771339,-24.279333,15.80,1.21
IC 1583,G,0.786194,23.073833,15.33,0.60
IC 1584,G,0.788494,27.827667,15.02,1.38
IC 1585,G,0.787306,23.053556,15.11,0.75
IC 1586,G,0.798978,22.372889,14.70,0.28
IC 1587,G,0.812028,-23.561667,15.55,1.16
IC 1588,G,0.849364,-23.557944,16.37,0.69
IC 1590,Cl+N,0.880611,56.643028,,6.30
IC 1591,Dup,0.868492,-22.680139,,
IC 1592,G,0.890844,5.770389,15.36,0.86
IC 1594,G,0.895925,-47.647472,15.17,1.25
IC 1595,G,0.896403,-45.186639,15.38,1.45
IC 1596,G,0.911897,21.522639,15.00,1.88
IC 1597,G,0.892247,-58.107139,15.02,1.61
IC 1598,G,0.911603,5.773806,14.97,1.01
IC 1599,G,0.909114,-23.494917,15.53,1.19
IC 1600,G,0.917844,-23.524889,15.52,0.80
IC 1601,G,0.926344,-24.153389,14.47,0.92
IC 1602,G,0.931081,-9.985667,15.44,1.08
IC 1603,G,0.949911,-45.412944,14.63,1.41
IC 1604,Other,0.966375,-16.230056,,
IC 1605,G,0.960456,-48.902667,12.94,1.68
IC 1606,Other,0.972825,-12.178500,,
IC 1607,G,0.980239,0.587250,14.41,0.94
IC 1608,G,0.990103,-34.328944,13.71,2.05
IC 1609,G,0.996283,-40.333556,13.73,1.13
IC 1610,G,1.028494,-15.567778,13.86,1.59
IC 1611,OCl,0.996639,-72.332333,11.96,1.50
IC 1612,OCl,0.999614,-72.370722,12.31,1.20
IC 1613,G,1.079942,2.117778,9.54,18.32
IC 1614,G,1.085267,33.189806,17.62,0.62
IC 1615,G,1.068622,-51.133056,14.30,1.33
IC 1616,G,1.082272,-27.429361,12.89,1.63
IC 1617,G,1.071333,-51.032806,14.60,1.35
IC 1618,G,1.098883,32.412167,15.59,0.86
IC 1619,G,1.122900,33.067278,15.18,0.75
IC 1620,G,1.120625,13.955111,14.60,0.96
IC 1621,G,1.106286,-46.725500,14.62,1.38
IC 1622,G,1.126853,-17.538639,14.64,0.70
IC 1623,GPair,1.129772,-17.507028,,1.20
IC 1623 A,G,1.129639,-17.507222,14.26,1.05
IC 1623 B,G,1.129878,-17.506972,13.89,0.80
IC 1624,OCl,1.089400,-72.042528,12.42,0.90
IC 1625,G,1.128503,-46.907583,12.08,1.80
IC 1626,OCl,1.103731,-73.296111,13.82,1.00
IC 1627,G,1.136344,-46.094056,13.72,1.62
IC 1628,G,1.146536,-28.582333,12.52,1.65
IC 1629,G,1.155056,2.567472,15.97,0.78
IC 1630,G,1.137992,-46.754028,15.19,1.65
IC 1631,G,1.145797,-46.475806,14.23,0.81
IC 1632,G,1.178717,17.683250,16.48,0.23
IC 1633,G,1.165439,-45.931194,11.39,2.90
IC 1634,G,1.184386,17.663056,15.66,0.83
IC 1635,G,1.184314,17.652028,15.64,1.15
IC 1636,G,1.193044,33.365389,15.00,0.55
IC 1637,G,1.183650,-30.438528,12.88,1.69
IC 1638,G,1.206058,33.364528,14.92,0.75
IC 1639,G,1.196264,-0.664361,14.37,0.76
IC 1640,G,1.197583,-0.630361,15.45,0.18
IC 1641,OCl,1.160886,-71.768972,14.99,0.75
IC 1643,G,1.202397,-0.410194,15.15,0.90
IC 1644,HII,1.153614,-73.194111,11.70,0.80
IC 1645,G,1.207594,15.750083,14.40,0.86
IC 1646,G,1.212175,15.707806,15.10,0.65
IC 1647,G,1.220725,38.885278,15.13,0.90
IC 1648,G,1.228367,33.218222,15.14,0.40
IC 1649,G,1.197483,-55.857333,14.72,1.90
IC 1650,G,1.205303,-50.401722,13.64,1.32
IC 1651,Other,1.224322,2.069167,,
IC 1652,G,1.248961,31.948500,14.23,1.32
IC 1653,Dup,1.252108,33.377333,,
IC 1654,G,1.253300,30.194833,14.52,0.99
IC 1655,OCl,1.198361,-71.330611,14.00,1.70
IC 1656,Dup,1.260453,33.067722,,
IC 1657,G,1.235283,-32.650889,13.14,2.32
IC 1658,Dup,1.263778,31.080250,,
IC 1659,G,1.268339,30.349083,14.56,0.83
IC 1660,OCl,1.210464,-71.761750,13.51,1.10
IC 1661,Dup,1.270111,33.064111,,
IC 1662,OCl,1.209097,-73.456750,14.03,1.20
IC 1663,Dup,1.235283,-32.650889,,
IC 1664,Other,1.238475,-69.811528,,
IC 1665,Other,1.295808,34.701667,,
IC 1666,G,1.331497,32.467333,14.35,0.93
IC 1667,G,1.311764,-17.050222,15.41,0.96
IC 1668,G,1.314750,33.173056,15.75,0.34
IC 1669,G,1.335233,33.184750,15.65,0.77
IC 1670,GPair,1.314111,-16.802778,,3.00
IC 1670 A,G,1.313567,-16.803444,14.77,1.60
IC 1670 B,G,1.314681,-16.803444,14.50,1.99
IC 1671,Dup,1.317317,-17.060389,,
IC 1672,G,1.343944,29.698833,13.92,1.42
IC 1673,G,1.346208,33.044944,14.79,0.54
IC 1674,G,1.321789,-50.963583,14.92,0.52
IC 1675,G,1.349972,34.248611,14.27,0.72
IC 1676,G,1.349608,30.259472,15.58,0.59
IC 1677,G,1.351969,33.216139,15.17,0.65
IC 1678,G,1.350703,5.560528,15.30,0.34
IC 1679,G,1.362389,33.493611,15.48,0.60
IC 1680,G,1.364222,33.282500,14.86,0.70
IC 1681,G,1.355922,0.090389,14.89,1.00
IC 1682,G,1.370361,33.260278,14.26,0.86
IC 1683,G,1.377500,34.436944,14.13,1.32
IC 1684,G,1.381444,33.413611,15.77,0.68
IC 1685,G,1.385167,33.189444,,0.40
IC 1686,Dup,1.386528,33.460556,,
IC 1687,G,1.388639,33.275278,14.77,0.68
IC 1688,G,1.391139,33.083056,16.42,0.38
IC 1689,G,1.396628,33.055333,14.78,0.62
IC 1690,G,1.397094,33.156278,14.98,0.49
IC 1691,G,1.407167,33.406944,16.26,0.46
IC 1692,G,1.410989,33.235806,15.60,0.50
IC 1693,G,1.400667,-1.657028,15.99,0.65
IC 1694,G,1.413278,1.607167,14.80,1.12
IC 1695,G,1.418786,8.699500,15.30,1.84
IC 1696,G,1.414544,-1.617056,13.61,0.83
IC 1697,G,1.417483,0.444361,15.02,0.81
IC 1698,G,1.422817,14.838722,14.82,1.87
IC 1699,Dup,1.422817,14.838722,,
IC 1700,Dup,1.423517,14.864611,,
IC 1701,G,1.430667,18.184472,15.31,0.79
IC 1702,G,1.432303,16.601806,14.44,1.13
IC 1703,Dup,1.440319,-1.638722,,
IC 1704,G,1.452647,14.776278,14.26,1.08
IC 1705,G,1.445789,-3.501472,14.38,0.63
IC 1706,G,1.458617,14.819556,15.56,0.50
IC 1707,Other,1.466756,37.117056,,
IC 1708,OCl,1.415578,-71.184444,14.30,1.20
IC 1709,Dup,1.465836,-35.717694,,
IC 1710,Dup,1.512956,21.440417,,
IC 1711,G,1.515350,17.188556,14.68,2.49
IC 1712,Dup,1.522431,-6.868056,,
IC 1713,*,1.545500,35.324472,,
