name,type,ra_hours,dec_degrees,magnitude,size_arcmin
Sh2-135,HII,22.369889,58.738333,,5.88
Sh2-136,RfN,21.273889,68.260000,,
Sh2-137,HII,21.953333,64.683333,,
Sh2-138,HII,22.546028,58.472222,,
Sh2-139,HII,22.583333,58.216667,,
Sh2-140,HII,22.318833,63.285278,,35.00
Sh2-141,HII,22.477333,61.630833,,7.38
Sh2-142,HII,22.792222,58.048333,,
Sh2-143,HII,22.836667,57.700000,,
Sh2-144,HII,22.746667,59.883333,,
Sh2-145,HII,22.425000,64.300000,,
Sh2-146,HII,22.824723,59.915606,,0.96
Sh2-147,HII,22.928333,58.466667,,
Sh2-148,HII,22.938333,58.516667,,3.02
Sh2-149,HII,22.938027,58.523000,,
Sh2-150,HII,22.487736,64.852250,,
Sh2-151,HII,23.057361,57.225000,,
Sh2-152,HII,22.978003,58.783118,,1.05
Sh2-153,HII,22.976944,58.780000,,
Sh2-154,HII,22.858333,61.166667,,
Sh2-155,HII,22.951641,62.635916,,5.25
Sh2-156,HII,23.086083,60.241944,,1.80
Sh2-157,HII,23.267761,60.033583,,3.32
Sh2-158,HII,23.227000,61.500000,,
Sh2-159,HII,23.258677,61.119495,,1.27
Sh2-160,HII,23.096667,64.666667,,
Sh2-161,HII,23.258139,61.861944,,
Sh2-162,HII,23.346750,61.201667,,41.67
Sh2-163,HII,23.549413,60.800394,,
Sh2-164,HII,23.639917,59.977778,,
Sh2-165,HII,23.663333,61.933333,,
Sh2-166,HII,23.669722,60.960000,,
Sh2-167,HII,23.591784,64.871929,14.50,4.62
Sh2-168,HII,23.882361,60.484444,,5.80
Sh2-169,HII,23.900000,60.366667,,
Sh2-170,HII,0.028914,64.635750,,26.53
Sh2-171,HII,0.019050,67.421389,,22.80
Sh2-172,HII,0.258093,61.244742,,
Sh2-173,HII,0.354444,61.725000,,
Sh2-174,PN,23.750630,80.949894,14.74,
Sh2-175,HII,0.454747,64.706472,11.37,4.20
Sh2-176,PN,0.530167,57.382881,,
Sh2-177,HII,0.525000,62.466667,,
Sh2-178,HII,22.330000,87.750000,,
Sh2-179,PN,0.672671,62.859522,21.50,0.67
Sh2-180,HII,0.813333,62.916667,,
Sh2-181,HII,0.822784,65.260336,,
Sh2-182,HII,0.838333,64.733333,,
Sh2-183,HII,0.914688,65.898601,,
Sh2-184,HII,0.873639,56.565000,,
Sh2-185,HII,1.000000,60.983333,,
Sh2-186,HII,1.147364,63.126167,,3.32
Sh2-187,HII,1.382794,61.804631,,
Sh2-188,PN,1.509216,58.413979,17.45,
Sh2-189,PN,2.201851,64.150648,,1.00
Sh2-190,HII,2.547333,61.471111,,13.30
Sh2-191,HII,2.609852,59.654863,,
Sh2-192,HII,2.790003,61.913222,,
Sh2-193,HII,2.794444,61.976667,,4.23
Sh2-194,HII,2.788333,61.933333,,
Sh2-195,HII,2.695278,59.603333,,
Sh2-196,HII,2.859361,62.211667,,
Sh2-197,HII,2.698637,59.604092,,
Sh2-198,HII,2.833889,59.700000,,
Sh2-199,HII,2.857000,60.418889,6.50,24.00
Sh2-200,PN,3.183017,62.798583,,
Sh2-201,HII,3.054964,60.464550,,
Sh2-202,HII,3.315000,59.633333,,
Sh2-203,HII,3.383056,54.828333,,
Sh2-204,HII,3.928333,57.433333,,
Sh2-205,HII,3.870556,53.416667,,
Sh2-206,HII,4.054417,51.315000,,4.80
Sh2-207,HII,4.328059,53.142040,,3.33
Sh2-208,HII,4.312139,52.863056,,2.37
Sh2-209,HII,4.185194,51.162222,,5.60
Sh2-210,HII,4.518889,52.490000,,
Sh2-211,HII,4.615833,50.876667,,
Sh2-212,HII,4.676811,50.462306,,5.80
Sh2-213,HII,4.345333,44.940556,,
Sh2-214,HII,4.358333,44.366667,,
Sh2-215,HII,4.293333,42.600000,,
Sh2-216,PN,4.722573,46.701621,12.87,
Sh2-217,HII,4.979361,47.993333,,
Sh2-218,HII,5.688333,52.183333,,
Sh2-219,HII,4.934861,47.375833,,2.97
Sh2-220,HII,4.055000,36.421667,,
Sh2-221,HII,5.028333,46.333333,,
Sh2-222,HII,4.500933,35.325000,,13.40
Sh2-223,HII,5.288333,42.200000,,
Sh2-224,HII,5.455000,42.966667,,
Sh2-225,HII,5.452778,40.625000,,
Sh2-226,HII,5.183373,37.990571,,2.63
Sh2-227,HII,5.330000,38.950000,,
Sh2-228,HII,5.223750,37.450278,,4.80
Sh2-229,HII,5.271135,34.541985,,1.13
Sh2-230,HII,5.375000,34.133333,,
Sh2-231,HII,5.653667,35.763333,,0.59
Sh2-232,HII,5.707866,36.189870,,45.63
Sh2-233,HII,5.642083,35.855278,,2.00
Sh2-234,HII,5.467500,34.411667,,2.43
Sh2-235,HII,5.685012,35.839799,,
Sh2-236,HII,5.376667,33.366667,,
Sh2-237,HII,5.523000,34.233000,10.10,13.00
Sh2-238,HII,4.365855,19.535162,,
Sh2-239,HII,4.521667,18.100000,,
Sh2-240,HII,5.685000,28.083333,,
Sh2-241,HII,6.068333,30.250000,,2.30
Sh2-242,HII,5.865222,27.032222,,3.45
Sh2-243,HII,5.655000,23.283333,,
Sh2-244,SNR,5.575493,22.017400,,7.00
Sh2-245,HII,4.022370,3.224727,,
Sh2-246,HII,5.035000,14.083333,,
Sh2-247,HII,6.139722,21.588333,,15.70
Sh2-248,SNR,6.283333,22.570000,,45.00
Sh2-249,HII,6.375556,22.975000,,
Sh2-250,HII,4.670000,7.366667,,
Sh2-251,HII,4.548333,5.850000,,
Sh2-252,HII,6.160833,20.486667,6.80,
Sh2-253,HII,6.430000,20.016667,,
Sh2-254,HII,6.199722,18.055000,,
Sh2-255,HII,6.217806,17.978889,,3.00
Sh2-256,HII,6.210000,17.948333,,
Sh2-257,HII,6.212104,17.992540,,2.28
Sh2-258,HII,6.224444,17.925000,,
Sh2-259,HII,6.189881,17.442167,,2.12
Sh2-260,HII,4.920000,5.666667,,
Sh2-261,HII,6.145556,15.675000,,
Sh2-262,HII,5.113333,6.166667,,
Sh2-263,HII,5.362417,8.399167,,
Sh2-264,HII,5.588333,9.933333,,
Sh2-265,HII,5.310000,7.433333,,
Sh2-266,HII,6.312645,15.281179,13.76,1.12
Sh2-267,HII,6.265151,14.299085,,5.40
Sh2-268,HII,6.160833,12.990000,,
Sh2-269,HII,6.243971,13.828060,,
Sh2-270,HII,6.170144,12.813406,15.79,1.03
Sh2-271,HII,6.253436,12.366580,,2.11
Sh2-272,HII,6.250000,12.333333,12.98,
Sh2-273,HII,6.681139,9.876944,,240.00
Sh2-274,PN,7.484086,13.246830,15.99,10.25
Sh2-275,HII,6.540767,4.793639,,
Sh2-276,HII,5.458333,-3.966667,,
Sh2-277,HII,5.706167,-1.923056,,
Sh2-278,HII,5.331667,-5.650000,,
Sh2-279,HII,5.587823,-4.785182,,20.00
Sh2-280,HII,6.572778,2.468333,,
Sh2-281,HII,5.587361,-5.375000,,
Sh2-282,HII,6.635556,1.420000,,
Sh2-283,HII,6.641389,0.705000,,
Sh2-284,HII,6.757778,0.296667,,
