name,type,ra_hours,dec_degrees,magnitude,size_arcmin
LDN 177,DrkN,17.381667,-19.216667,,
LDN 178,DrkN,17.533333,-20.533333,,
LDN 179,DrkN,17.398333,-19.300000,,13.00
LDN 180,DrkN,18.051667,-24.750000,,
LDN 181,DrkN,18.520000,-28.083333,,5.50
LDN 182,DrkN,17.550000,-20.533333,,63.00
LDN 183,DrkN,15.903389,-2.828333,,75.00
LDN 184,DrkN,15.898333,-3.150000,,
LDN 185,DrkN,17.533333,-20.283333,,20.00
LDN 186,DrkN,17.733333,-22.016667,,33.00
LDN 187,DrkN,18.201667,-25.733333,,50.00
LDN 188,DrkN,17.883333,-23.183333,,33.00
LDN 189,DrkN,17.716667,-21.683333,,46.00
LDN 190,DrkN,16.805000,-12.916667,,9.00
LDN 191,DrkN,16.796667,-12.750000,,24.00
LDN 192,DrkN,17.516667,-19.783333,,32.00
LDN 193,DrkN,17.600000,-20.533333,,19.00
LDN 194,DrkN,18.218333,-25.483333,,34.00
LDN 195,DrkN,18.265000,-25.733333,,4.00
LDN 196,DrkN,18.168333,-24.983333,,3.00
LDN 197,DrkN,18.218333,-25.333333,,7.00
LDN 198,DrkN,18.226667,-25.366667,,6.00
LDN 199,DrkN,18.251667,-25.450000,,2.00
LDN 200,DrkN,18.168333,-24.816667,,62.00
LDN 201,DrkN,18.335000,-25.983333,,111.40
LDN 202,DrkN,17.641667,-20.366667,,21.00
LDN 203,DrkN,18.240000,-25.166667,,4.00
LDN 204,DrkN,16.796472,-12.087778,,25.80
LDN 205,DrkN,18.435000,-26.383333,,10.00
LDN 206,DrkN,17.515000,-19.033333,,113.00
LDN 207,DrkN,16.980000,-10.083333,,
LDN 208,DrkN,18.218333,-24.650000,,11.00
LDN 209,DrkN,17.633333,-19.866667,,7.00
LDN 210,DrkN,18.152032,-24.136334,,
LDN 211,DrkN,18.160000,-24.150000,,
LDN 212,DrkN,18.185000,-24.316667,,18.00
LDN 213,DrkN,18.151667,-24.000000,,1.00
LDN 214,DrkN,18.151667,-23.966667,,1.50
LDN 215,DrkN,17.969314,-22.627686,,
LDN 216,DrkN,17.628309,-19.662449,,
LDN 217,DrkN,18.468333,-26.133333,,6.00
LDN 218,DrkN,17.916667,-21.966667,,10.00
LDN 219,DrkN,17.658333,-19.783333,,17.00
LDN 220,DrkN,17.515000,-18.466667,,5.00
LDN 221,DrkN,18.185000,-23.983333,,
LDN 222,DrkN,17.689444,-19.791667,,2.00
